,ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER_x,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION,YEAR,LICENSE NUMBER_y,total_pop,medhhinc,share_BA+,a35to64_share,metro_GDP,Cook_U3_ann_avg,which_ssa,in_ssa,num_sites,num_renewals
2897,1478340-20060216,1669742,273705,1,LE'S SIGNS INC,"LE'S SIGNS, INC.",4073 N ELSTON AVE,CHICAGO,IL,60618.0,45.0,29.0,45-29,17.0,1010,Limited Business License,,,1478340.0,RENEW,,12/21/2005,01/19/2006,N,02/16/2006,02/15/2007,01/19/2006,01/20/2006,AAI,,,41.955211884,-87.72114747100001,"(41.955211883615895, -87.72114747072831)",2006,1478340.0,5548.0,56058.0,22.6,25.8,545932.0,4.866666666666666,0.0,0.0,8.0,7.0
2898,1119889-20130216,2223110,34057,2,ASSYRIAN NATIONAL COUNCIL OF ILLINOIS,ASSYRIAN NATIONAL COUNCIL OF ILLINOIS,2450 W PETERSON AVE,CHICAGO,IL,60659.0,40.0,8.0,40-8,24.0,1010,Limited Business License,,,1119889.0,RENEW,,01/16/2013,02/06/2013,N,02/16/2013,02/15/2015,02/06/2013,02/07/2013,AAI,,,41.990597432,-87.69167554399999,"(41.990597432267194, -87.69167554413225)",2013,1119889.0,7942.0,53356.0,44.6,37.1,543675.4,9.624999999999998,0.0,0.0,10.0,9.0
2899,1975306-20120316,2136042,215342,4,"GRAHAM CRACKERS COMICS,  LTD.","GRAHAM CRACKERS COMICS, LTD.",5443 N BROADWAY  1ST,CHICAGO,IL,60640.0,48.0,6.0,48-6,20.0,1010,Limited Business License,,,1975306.0,RENEW,,01/17/2012,01/31/2012,N,03/16/2012,03/15/2014,01/31/2012,02/01/2012,AAI,,26.0,41.981255306,-87.65985652399999,"(41.98125530635876, -87.65985652352829)",2012,1975306.0,2579.0,41373.0,59.9,42.1,545391.7,9.625,26.0,1.0,34.0,5.0
2900,1998092-20100816,2040545,313634,1,"YARA, INC.",CERMAK CITGO,4351 W CERMAK RD 1ST,CHICAGO,IL,60623.0,22.0,21.0,22-21,10.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1998092.0,RENEW,,06/15/2010,08/05/2010,N,08/16/2010,08/15/2012,08/05/2010,08/06/2010,AAI,,,41.851294736999996,-87.734152596,"(41.851294737339686, -87.73415259628885)",2010,1998092.0,1460.0,33095.0,9.9,36.1,522483.5,10.875,0.0,0.0,14.0,2.0
2901,1382023-20071216,1872146,266089,1,"LAWRENCE GAS & MINI MART, INC.",MOBIL,4251 W LAWRENCE AVE,CHICAGO,IL,60630.0,39.0,21.0,39-21,17.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1382023.0,RENEW,,10/24/2007,12/12/2007,N,12/16/2007,12/15/2009,12/12/2007,12/12/2007,AAI,,,41.968054497,-87.73505226700001,"(41.968054497156146, -87.73505226664393)",2007,1382023.0,3851.0,44356.0,12.9,34.6,553134.7,5.25,0.0,0.0,34.0,10.0
2902,1119106-20050920,1618675,209076,1,PERSHING GAS INC.,PERSHING GAS CITGO,437 E PERSHING RD,CHICAGO,IL,60653.0,3.0,20.0,3-20,2.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1119106.0,C_CAPA,07/21/2005,07/21/2005,07/21/2005,N,09/20/2005,02/15/2006,09/19/2005,09/20/2005,AAI,,,41.823747833,-87.61529192,"(41.82374783303715, -87.61529192049633)",2005,1119106.0,1683.0,16660.0,7.9,25.8,534392.2,6.400000000000001,0.0,0.0,22.0,6.0
2903,82372-20110416,2080863,49612,1,ARCHWAY AMOCO,ARCHWAY AMOCO,1647 N LA SALLE DR 1ST,CHICAGO,IL,60614.0,2.0,26.0,2-26,18.0,1275,Filling Station,666,Operation of a Fuel Filling Station,82372.0,RENEW,,02/15/2011,03/16/2011,N,04/16/2011,04/15/2013,03/16/2011,03/23/2011,AAI,,,41.912503239,-87.63301193299999,"(41.91250323945166, -87.6330119328754)",2011,82372.0,5710.0,86267.0,90.4,34.0,529859.9,10.441666666666666,0.0,0.0,40.0,13.0
2904,9374-20031116,1429504,26084,1,FRED & MARY ALLAHVERDI,PARS AUTO SALES,4350 W DIVISION ST 1ST,CHICAGO,IL,60651.0,37.0,3.0,37-3,25.0,1010,Limited Business License,,,9374.0,RENEW,,09/26/2003,12/17/2003,N,11/16/2003,11/15/2004,12/17/2003,05/27/2004,AAI,,,41.902632007,-87.73572033200001,"(41.902632007084115, -87.73572033187864)",2004,9374.0,7579.0,27591.0,1.5437392795883362,60.5827377680044,523290.0,6.833333333333332,0.0,0.0,19.0,7.0
2905,1932507-20080924,1932507,337174,1,TJR GROUP CORPORATION,TJR GROUP,3319 S MAY ST 1,CHICAGO,IL,60608.0,11.0,44.0,11-44,9.0,1012,Home Occupation,,,1932507.0,ISSUE,09/24/2008,09/24/2008,,N,09/24/2008,12/15/2009,09/24/2008,09/24/2008,AAI,,,41.833718944,-87.65454321600001,"(41.83371894385762, -87.65454321561401)",2008,1932507.0,4544.0,43980.0,16.3,31.7,536770.8,6.433333333333334,0.0,0.0,1.0,0.0
2906,11216-20111216,2121666,5266,1,AMOCO FOOD SHOP,CITGO  FOOD MART,4400 N CICERO AVE,CHICAGO,IL,60630.0,45.0,26.0,45-26,16.0,1275,Filling Station,666,Operation of a Fuel Filling Station,11216.0,RENEW,,10/14/2011,12/14/2011,N,12/16/2011,12/15/2013,12/14/2011,12/14/2011,AAI,,,41.960790023,-87.74768935899999,"(41.96079002270176, -87.74768935876764)",2011,11216.0,7821.0,56711.0,32.3,48.9,529859.9,10.441666666666666,0.0,0.0,29.0,9.0
2907,11409-20030516,1347716,51136,1,FIXTURES FURNITURE,FIXTURES FURNITURE,222 W MERCHANDISE MART PLZ  1140,CHICAGO,IL,60654.0,42.0,14.0,42-14,18.0,1010,Limited Business License,,,11409.0,RENEW,,03/25/2003,05/16/2003,N,05/16/2003,05/15/2004,05/16/2003,05/19/2003,AAI,,,41.888074281,-87.63495520299999,"(41.8880742810662, -87.63495520292739)",2003,11409.0,2674.0,81644.0,35.30291697830965,52.42290748898678,510351.3,7.458333333333332,0.0,0.0,3.0,3.0
2908,1477752-20060816,1732865,273484,1,EMAN GAS & FOOD INC.,CITGO GAS STATION,1530 W 111TH ST,CHICAGO,IL,60643.0,34.0,45.0,34-45,22.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1477752.0,RENEW,,06/21/2006,08/07/2006,N,08/16/2006,08/15/2007,08/07/2006,08/08/2006,AAI,,,41.692230132,-87.661565708,"(41.692230131849215, -87.66156570796818)",2006,1477752.0,4403.0,33873.0,11.0,26.6,545932.0,4.866666666666666,0.0,0.0,27.0,5.0
2909,1741968-20060823,1741968,295150,2,"SHERROD'S INDEPENDENT MENTORING PROGRAM, INC.","SHERROD'S INDEPENDENT MENTORING PROGRAM, INC.",2650 W LITHUANIAN PLAZA CT,CHICAGO,IL,60629.0,17.0,41.0,17-41,8.0,1010,Limited Business License,,,1741968.0,ISSUE,08/23/2006,08/23/2006,08/23/2006,N,08/23/2006,11/15/2006,08/23/2006,08/23/2006,AAI,,14.0,41.768333188,-87.69027927299999,"(41.76833318810723, -87.69027927259164)",2006,1741968.0,4974.0,22326.0,4.9,26.2,545932.0,4.866666666666666,14.0,1.0,4.0,3.0
2910,66274-20111116,2116526,43581,1,JESUS CERRATO,JESUS CERRATO,318 E 116TH ST 1ST,CHICAGO,IL,60628.0,9.0,28.0,9-28,5.0,1603,"Peddler, food (fruits and vegtables only)",,,66274.0,RENEW,,09/15/2011,10/28/2011,N,11/16/2011,11/15/2013,,10/28/2011,AAC,12/29/2012,,41.682701580999996,-87.615929074,"(41.68270158069215, -87.61592907433824)",2011,66274.0,2091.0,21250.0,9.2,33.2,529859.9,10.441666666666666,0.0,0.0,13.0,8.0
2911,23231-20021116,1285588,29694,1,MILL RUN TOURS,MILL RUN TOURS,333 N MICHIGAN AVE  1825,CHICAGO,IL,60601.0,42.0,44.0,42-44,1.0,1133,Broker,,,23231.0,RENEW,,09/24/2002,11/13/2002,N,11/16/2002,11/15/2003,11/13/2002,11/14/2002,AAI,,,41.887542941,-87.62440700200001,"(41.88754294139151, -87.62440700245574)",2002,23231.0,5305.0,76862.0,27.46465598491989,61.65957446808511,503971.1,7.6416666666666675,0.0,0.0,1.0,1.0
2912,1047169-20061116,1755236,204517,1,SOUTHWEST GAS & FOOD INC.,GAGE PARK CITCO & FOOD MART,2801 W 59TH ST,CHICAGO,IL,60629.0,16.0,35.0,16-35,8.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1047169.0,RENEW,,09/20/2006,10/04/2006,N,11/16/2006,11/15/2007,10/04/2006,10/06/2006,AAI,,59.0,41.786296014,-87.693651826,"(41.78629601441044, -87.69365182602883)",2006,1047169.0,7075.0,34489.0,9.0,24.6,545932.0,4.866666666666666,59.0,1.0,37.0,12.0
2913,1520757-20070816,1837080,281962,1,BYRNE BUSINESS INC.,BYRNE BUSINESS INC.,1264 W EARLY AVE,CHICAGO,IL,60660.0,48.0,1.0,48-1,20.0,1020,Residential Real Estate Developer,,,1520757.0,RENEW,,06/21/2007,08/17/2007,N,08/16/2007,08/15/2009,08/17/2007,08/20/2007,AAI,,,41.986284737,-87.66225746200001,"(41.98628473686483, -87.66225746170079)",2007,1520757.0,6604.0,53507.0,33.0,32.9,553134.7,5.25,0.0,0.0,4.0,3.0
2914,1476543-20040211,1476543,208917,2,JOHNNY LOVE JONES,LOVE JONES ENTERTAINMENT,7525 S WENTWORTH AVE,CHICAGO,IL,60620.0,6.0,19.0,6-19,6.0,1012,Home Occupation,,,1476543.0,ISSUE,02/10/2004,02/10/2004,02/10/2004,N,02/11/2004,11/15/2004,02/10/2004,02/11/2004,AAI,,,41.757386185,-87.629468869,"(41.757386185393166, -87.62946886882453)",2004,1476543.0,3381.0,22244.0,3.2534753031647443,52.41850683491062,523290.0,6.833333333333332,0.0,0.0,3.0,0.0
2915,1330096-20030416,1330096,257228,1,"HALSTED QUALITY GAS, INC.","HALSTED SHELL, DUNKIN DONUTS, MR. SUB",9802 S HALSTED ST,CHICAGO,IL,60628.0,34.0,40.0,34-40,22.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1330096.0,ISSUE,12/26/2002,03/11/2003,03/11/2003,N,04/16/2003,11/15/2003,04/11/2003,04/16/2003,AAI,,,41.71580477,-87.643208253,"(41.71580477012766, -87.64320825324427)",2003,1330096.0,4127.0,46771.0,7.4872788950811735,60.218463706835784,510351.3,7.458333333333332,0.0,0.0,38.0,10.0
2916,1093312-20061116,1755389,207136,1,AMER LEASING SALES INC,AMER LEASING SALES INC,3340-3356 W NORTH AVE,CHICAGO,IL,60647.0,26.0,47.0,26-47,14.0,1010,Limited Business License,,,1093312.0,RENEW,,09/20/2006,11/09/2006,N,11/16/2006,11/15/2007,11/09/2006,11/14/2006,AAI,,,41.910173431,-87.71093423,"(41.91017343064663, -87.7109342296354)",2006,1093312.0,1615.0,46000.0,18.6,28.8,545932.0,4.866666666666666,0.0,0.0,17.0,6.0
2917,50332-20030816,1365381,37557,1,CRAIG J PERRY,C & C AUTO ALARMS,6707 S ASHLAND AVE 1ST,CHICAGO,IL,60636.0,16.0,1.0,16-1,7.0,1568,Motor Vehicle Repair; Specialty(Class I),,,50332.0,RENEW,,06/24/2003,09/30/2003,N,08/16/2003,08/15/2004,09/30/2003,10/01/2003,AAI,,,41.771933927,-87.66386613799999,"(41.77193392666377, -87.66386613760366)",2003,50332.0,2925.0,25000.0,1.2991452991452992,57.37122557726465,510351.3,7.458333333333332,0.0,0.0,6.0,3.0
2918,86941-20030816,1371216,85256,1,SUNDSTROM PRESSED STEEL COMPAN,SUNDSTROM PRESSED STEEL COMP,8030 S SOUTH CHICAGO AVE  1,CHICAGO,IL,60617.0,8.0,11.0,8-11,4.0,1009,Manufacturing Establishments,,,86941.0,RENEW,,06/24/2003,07/14/2003,N,08/16/2003,08/15/2004,07/14/2003,07/15/2003,AAI,,50.0,41.74877942,-87.582011535,"(41.74877942012441, -87.58201153501021)",2003,86941.0,4043.0,41466.0,10.165718525847144,59.75826519729826,510351.3,7.458333333333332,50.0,1.0,12.0,12.0
2919,25641-20090416,1956029,52887,1,ALEXA WINSBERG,SELECTIONS,2152 N CLYBOURN AVE  1,CHICAGO,IL,60614.0,2.0,37.0,2-37,18.0,1010,Limited Business License,,,25641.0,RENEW,,02/17/2009,04/14/2009,N,04/16/2009,04/15/2011,04/14/2009,04/15/2009,AAI,,,41.920391198000004,-87.662912882,"(41.920391198379136, -87.6629128819962)",2009,25641.0,2278.0,105125.0,33.0,33.0,516755.6,10.55,0.0,0.0,8.0,8.0
2920,1353488-20050216,1567282,259790,2,"SARCH HAULING, LTD",SARCH HAULING,6941 S BELL AVE,CHICAGO,IL,60636.0,17.0,60.0,17-60,8.0,1010,Limited Business License,,,1353488.0,RENEW,,12/20/2004,02/25/2005,N,02/16/2005,02/15/2006,03/11/2005,03/14/2005,AAI,,14.0,41.767159971999995,-87.67941076700001,"(41.76715997189767, -87.67941076707358)",2005,1353488.0,5767.0,47790.0,13.6,37.6,534392.2,6.400000000000001,14.0,1.0,3.0,1.0
2921,1742685-20080116,1877999,308812,1,MIDWAY GAS SERVICES INC.,MOBIL / MIDWAY GAS SERVICES INC.,5448 W 55TH ST,CHICAGO,IL,60638.0,23.0,8.0,23-8,8.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1742685.0,RENEW,,11/26/2007,01/17/2008,N,01/16/2008,01/15/2010,01/17/2008,01/18/2008,AAI,,,41.792890809,-87.759383701,"(41.792890808898086, -87.75938370068222)",2008,1742685.0,3896.0,48924.0,11.0,26.3,536770.8,6.433333333333334,0.0,0.0,25.0,4.0
2922,1243562-20040216,1416364,54941,15,"GAMESTOP, INC.",GAMESTOP #475,2754 W MONTROSE AVE,CHICAGO,IL,60618.0,33.0,24.0,33-24,17.0,1010,Limited Business License,,,1243562.0,RENEW,,12/15/2003,02/03/2004,N,02/16/2004,08/15/2004,12/22/2003,02/03/2004,AAI,,60.0,41.961359934,-87.698262343,"(41.96135993399138, -87.69826234261771)",2004,1243562.0,7752.0,46087.0,10.97781217750258,57.27496917385943,523290.0,6.833333333333332,60.0,1.0,575.0,7.0
2923,2184876-,2184876,356547,1,BARKING DOG INC.,Canine Corral,6460 N MILWAUKEE AVE 1ST,CHICAGO,IL,60631.0,41.0,23.0,41-23,16.0,1032,Animal Care License,,,2184876.0,ISSUE,,,,N,,10/15/2012,,09/05/2012,AAI,,,41.998670425,-87.78925846799999,"(41.99867042506235, -87.78925846787986)",2012,2184876.0,6605.0,78084.0,26.5,44.3,545391.7,9.625,0.0,0.0,4.0,2.0
2924,1379916-20040216,1468547,265085,1,LATINAS BROKERAGE USA LLC,LATINAS  USA,419 W WELLINGTON AVE,CHICAGO,IL,60657.0,44.0,34.0,44-34,19.0,1012,Home Occupation,,,1379916.0,RENEW,,12/15/2003,02/05/2004,N,02/16/2004,02/15/2005,12/22/2003,02/06/2004,AAI,,,41.936470156,-87.640229269,"(41.93647015617221, -87.6402292686692)",2004,1379916.0,8945.0,45628.0,36.679709334823926,39.5681547224798,523290.0,6.833333333333332,0.0,0.0,3.0,2.0
2925,1617260-20070216,1793556,293542,1,"MK HALE, LLC",Chicago Presence,2111 W WAVELAND AVE,CHICAGO,IL,60618.0,47.0,7.0,47-7,19.0,1012,Home Occupation,,,1617260.0,RENEW,,12/20/2006,02/16/2007,N,02/16/2007,12/15/2008,02/16/2007,02/22/2007,AAI,,,41.948537996999995,-87.681509994,"(41.94853799714848, -87.68150999447629)",2007,1617260.0,5473.0,86284.0,46.2,27.7,553134.7,5.25,0.0,0.0,4.0,3.0
2926,1246360-20040816,1509662,247167,1,JURATE EINORIS,JURATE  EINORIS,5337 S FAIRFIELD AVE,CHICAGO,IL,60632.0,14.0,14.0,14-14,9.0,1525,Massage Therapist,,,1246360.0,RENEW,,06/30/2004,07/27/2004,N,08/16/2004,08/15/2005,07/27/2004,07/28/2004,AAC,01/03/2005,,41.796253191999995,-87.692502354,"(41.79625319200775, -87.69250235429078)",2004,1246360.0,6420.0,34911.0,2.4766355140186915,52.52336448598129,523290.0,6.833333333333332,0.0,0.0,3.0,1.0
2927,33083-20040216,1454284,32302,1,WEBER PRESS INC,WEBER PRESS INC,5746 N WESTERN AVE  1,CHICAGO,IL,60659.0,40.0,25.0,40-25,20.0,1010,Limited Business License,,,33083.0,RENEW,,12/15/2003,01/30/2004,N,02/16/2004,02/15/2005,12/22/2003,02/02/2004,AAI,,,41.986378964000004,-87.68968205799999,"(41.98637896360367, -87.68968205806593)",2004,33083.0,13163.0,42674.0,14.282458406138414,57.64760576476058,523290.0,6.833333333333332,0.0,0.0,12.0,12.0
2928,1222827-20051116,1637290,229853,1,ISRA GAS INC.,SFN,255 W GARFIELD BLVD,CHICAGO,IL,60621.0,3.0,55.0,3-55,7.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1222827.0,RENEW,,09/22/2005,10/31/2005,N,11/16/2005,11/15/2006,10/31/2005,11/01/2005,AAI,,,41.794053855,-87.63276036100001,"(41.7940538545927, -87.63276036126142)",2005,1222827.0,3866.0,22785.0,5.7,33.6,534392.2,6.400000000000001,0.0,0.0,34.0,10.0
2929,1514435-20051116,1624801,8065,10,"CLAIRE'S BOUTIQUES, INC.",CLAIRE'S #5601,2700 N NARRAGANSETT AVE  S6,CHICAGO,IL,60639.0,36.0,52.0,36-52,25.0,1010,Limited Business License,,,1514435.0,RENEW,,09/22/2005,11/10/2005,N,11/16/2005,11/15/2006,11/10/2005,11/14/2005,AAI,,,41.929256688,-87.785795165,"(41.929256687663745, -87.78579516503306)",2005,1514435.0,2691.0,68817.0,12.6,32.7,534392.2,6.400000000000001,0.0,0.0,121.0,4.0
2930,31630-20030216,1333888,31935,1,B & A GENERAL CONTRACTORS,B & A GENERAL CONTRACTORS LTD,2817 N LAKEWOOD AVE  1ST,CHICAGO,IL,60657.0,32.0,8.0,32-8,19.0,1011,Home Repair,,,31630.0,RENEW,,02/11/2003,02/11/2003,N,02/16/2003,02/15/2004,02/11/2003,02/21/2003,AAI,,27.0,41.933016908,-87.661000538,"(41.93301690834175, -87.66100053786906)",2003,31630.0,3232.0,83725.0,39.35643564356436,37.63106796116504,510351.3,7.458333333333332,27.0,1.0,17.0,7.0
2931,1095740-20030816,1373228,208296,1,CORTEZ AUTO BODY INC,CORTEZ AUTO BODY,3314 S LAWNDALE AVE,CHICAGO,IL,60623.0,22.0,12.0,22-12,10.0,1570,Motor Vehicle Repair: Engine/Body(Class III),,,1095740.0,RENEW,,06/24/2003,08/12/2003,N,08/16/2003,08/15/2004,08/12/2003,08/13/2003,AAI,,,41.832900161,-87.71706948299999,"(41.832900160916516, -87.71706948343666)",2003,1095740.0,3533.0,40321.0,1.5567506368525332,58.07473084230526,510351.3,7.458333333333332,0.0,0.0,3.0,2.0
2932,86217-20090416,1954996,2800,2,DIVERSEY YACHT CLUB INC.,DIVERSEY YACHT CLUB,2601 N CANNON DR  DIVER,CHICAGO,IL,60614.0,43.0,32.0,43-32,19.0,1275,Filling Station,666,Operation of a Fuel Filling Station,86217.0,RENEW,,02/17/2009,04/14/2009,N,04/16/2009,04/15/2011,04/14/2009,04/15/2009,AAI,,,41.929782309000004,-87.635980716,"(41.929782309176865, -87.63598071569099)",2009,86217.0,8305.0,58989.0,48.3,23.6,516755.6,10.55,0.0,0.0,13.0,13.0
2933,46820-20061116,1746899,17392,2,RKJ AMOCO INC,AMOCO FOOD SHOP,3954 W DIVISION ST 1ST,CHICAGO,IL,60651.0,37.0,4.0,37-4,25.0,1275,Filling Station,666,Operation of a Fuel Filling Station,46820.0,RENEW,,09/20/2006,03/13/2007,N,11/16/2006,11/15/2007,11/15/2006,11/16/2006,AAI,,,41.902786314000004,-87.726060117,"(41.90278631371935, -87.72606011740803)",2006,46820.0,6403.0,30833.0,2.9,27.3,545932.0,4.866666666666666,0.0,0.0,43.0,11.0
2934,65919-20080716,1905724,20411,1,"WESTERN SERVICE, INC.",WESTERN CITGO,8258 S WESTERN AVE,CHICAGO,IL,60620.0,18.0,26.0,18-26,8.0,1275,Filling Station,666,Operation of a Fuel Filling Station,65919.0,RENEW,,05/15/2008,06/18/2008,N,07/16/2008,07/15/2010,06/18/2008,07/18/2008,AAI,,,41.742889586,-87.682826639,"(41.742889585658084, -87.68282663855302)",2008,65919.0,11904.0,65786.0,20.3,41.49999999999999,536770.8,6.433333333333334,0.0,0.0,50.0,12.0
2935,1046796-20020816,1266186,203947,1,"BRIAN HALL, INC","BRIAN HALL, INC",850 W JACKSON BLVD,CHICAGO,IL,60607.0,25.0,6.0,25-6,12.0,1010,Limited Business License,,,1046796.0,RENEW,,06/28/2002,08/31/2002,N,08/16/2002,08/15/2003,10/11/2002,10/15/2002,AAC,04/02/2003,,41.87802578,-87.64923994799999,"(41.878025780212944, -87.64923994797402)",2002,1046796.0,1069.0,83278.0,17.680074836295606,62.78801843317972,503971.1,7.6416666666666675,0.0,0.0,10.0,0.0
2936,24502-20070216,1778351,30058,1,CHUNG HANG INC,ACCORD INTERIOR COMPANY,3312 S HALSTED ST 1ST,CHICAGO,IL,60608.0,11.0,16.0,11-16,9.0,1010,Limited Business License,,,24502.0,RENEW,,12/20/2006,01/11/2007,N,02/16/2007,12/15/2007,01/11/2007,01/12/2007,AAI,,,41.834369785,-87.64634011,"(41.834369784775426, -87.64634011031984)",2007,24502.0,4544.0,43980.0,16.3,31.7,553134.7,5.25,0.0,0.0,14.0,11.0
2937,34258-20040816,1416224,54077,1,IRENE L MCLAIN,STERLING BUILDERS,500 N MICHIGAN AVE  300,CHICAGO,IL,60611.0,42.0,48.0,42-48,18.0,1010,Limited Business License,,,34258.0,RENEW,,06/30/2004,07/21/2004,N,08/16/2004,05/15/2005,07/21/2004,07/22/2004,AAI,,,41.89097123,-87.62427694600001,"(41.890971229645146, -87.6242769455621)",2004,34258.0,3232.0,75241.0,32.11633663366337,50.97970608817355,523290.0,6.833333333333332,0.0,0.0,9.0,9.0
2938,1227326-20101116,2057466,243981,1,"G. WOOD SERVICES, INC",G. WOOD SERVICES,5680 N NORTHWEST HWY,CHICAGO,IL,60646.0,45.0,33.0,45-33,16.0,1008,Hazardous Materials,,,1227326.0,RENEW,,09/15/2010,10/27/2010,N,11/16/2010,11/15/2012,10/27/2010,10/28/2010,AAI,,,41.984695509,-87.785689644,"(41.984695508583, -87.78568964373895)",2010,1227326.0,5666.0,66941.0,42.5,41.7,522483.5,10.875,0.0,0.0,19.0,8.0
2939,50939-20030816,1365459,37782,1,MIRAMAR TRAVEL SERVICE INC,MIRAMAR TRAVEL SERVICE INC,2640 W 47TH ST 1ST,CHICAGO,IL,60632.0,15.0,26.0,15-26,9.0,1133,Broker,,,50939.0,RENEW,,06/24/2003,07/14/2003,N,08/16/2003,08/15/2004,07/14/2003,07/15/2003,AAI,,,41.808444845,-87.690947515,"(41.80844484489181, -87.6909475151734)",2003,50939.0,6299.0,36226.0,1.5558025083346565,48.78122178754138,510351.3,7.458333333333332,0.0,0.0,9.0,7.0
2940,1738268-20060711,1738268,306712,1,"1332-42 GREENLEAF, LLC","1332-42 GREENLEAF, LLC",111 W MAPLE ST  3302,CHICAGO,IL,60610.0,2.0,20.0,2-20,18.0,1020,Residential Real Estate Developer,,,1738268.0,ISSUE,07/06/2006,07/10/2006,07/10/2006,N,07/11/2006,02/15/2007,07/10/2006,07/11/2006,AAI,,,41.901726666,-87.63189962,"(41.9017266664286, -87.63189961994883)",2006,1738268.0,7742.0,37035.0,39.5,22.1,545932.0,4.866666666666666,0.0,0.0,3.0,2.0
2941,2016880-20100326,2016880,350287,1,"ALI GABER, INC.",CITGO GAS & MINI MART,3645-3659 W 79TH ST 1,CHICAGO,IL,60652.0,18.0,23.0,18-23,8.0,1275,Filling Station,666,Operation of a Fuel Filling Station,2016880.0,ISSUE,01/20/2010,01/21/2010,02/04/2010,N,03/26/2010,09/15/2011,03/26/2010,03/26/2010,AAI,,,41.749454364,-87.713854071,"(41.74945436360242, -87.71385407084254)",2010,2016880.0,6261.0,70703.0,15.1,39.9,522483.5,10.875,0.0,0.0,17.0,4.0
2942,54281-20030816,1365692,39031,1,AKAI PHOTO LABORATORIES LIMITED,AKAI PHOTO LAB,633 W ADDISON ST,CHICAGO,IL,60613.0,46.0,43.0,46-43,19.0,1010,Limited Business License,,,54281.0,RENEW,,06/24/2003,07/22/2003,N,08/16/2003,08/15/2004,07/22/2003,07/23/2003,AAI,,8.0,41.94743503,-87.646653355,"(41.947435030314345, -87.64665335499932)",2003,54281.0,1292.0,40673.0,25.54179566563468,48.22966507177034,510351.3,7.458333333333332,8.0,1.0,5.0,5.0
2943,1245774-20040816,1509640,246876,1,"M & S GAS AND FOOD, INC.",GOLO,3731 W ROOSEVELT RD,CHICAGO,IL,60624.0,24.0,5.0,24-5,10.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1245774.0,RENEW,,06/30/2004,08/04/2004,N,08/16/2004,08/15/2005,08/04/2004,08/05/2004,AAI,,,41.866142102,-87.71918994100001,"(41.86614210243298, -87.71918994115917)",2004,1245774.0,3829.0,15422.0,2.0893183598850875,62.43711570709893,523290.0,6.833333333333332,0.0,0.0,37.0,11.0
2944,1718975-20070816,1839143,302579,2,"ABBAS MANAGEMENT, LLC",LARAMIE SHELL,4001 N LARAMIE AVE 1,CHICAGO,IL,60641.0,45.0,31.0,45-31,16.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1718975.0,RENEW,,06/21/2007,08/10/2007,N,08/16/2007,07/15/2009,08/10/2007,08/13/2007,AAI,,,41.953347426,-87.75700189,"(41.95334742618641, -87.75700189027681)",2007,1718975.0,8118.0,46184.0,18.9,35.5,553134.7,5.25,0.0,0.0,67.0,7.0
2945,1772163-20091216,2001652,312578,2,LAKHA MANAGEMENT INC.,DIVERSY & CICERO SHELL,2758 N CICERO AVE 1,CHICAGO,IL,60639.0,31.0,2.0,31-2,25.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1772163.0,RENEW,,10/14/2009,12/02/2009,N,12/16/2009,12/15/2011,12/02/2009,12/03/2009,AAI,,,41.931484705,-87.74673982600001,"(41.93148470465871, -87.74673982626068)",2009,1772163.0,7297.0,37108.0,6.9,21.8,516755.6,10.55,0.0,0.0,41.0,4.0
2946,2041630-20160616,2461865,354198,1,HIGGINS SHELL MART INC.,HARLEM HIGGINS SHELL,7201 W HIGGINS AVE 1ST,CHICAGO,IL,60656.0,41.0,45.0,41-45,16.0,1275,Filling Station,666,Operation of a Fuel Filling Station,2041630.0,RENEW,,04/15/2016,05/02/2016,N,06/16/2016,06/15/2018,05/02/2016,05/03/2016,AAI,,,41.981027632,-87.80708076200001,"(41.981027631859, -87.80708076227056)",2016,2041630.0,5492.0,82865.0,41.7,44.1,574603.1,6.041666666666668,0.0,0.0,18.0,4.0
