ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME
5640,4,ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO,ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO
5640,9,ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO,CHILDREN'S MEMORIAL HOSPITAL
5640,10,ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO,ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO
5642,1,ROSELAND COMMUNITY HOSPITAL ASSOCIATION,ROSELAND COMMUNITY HOSPITAL
5659,1,LAKEWOOD CARPENTRY SERVICES,LAKEWOOD CARPENTRY SERVICES
5692,2,SIEVERT MECHANICAL SERVICES,Sievert Mechanical Services Inc.
5702,2,NORTON'S SONS ROOFING CO INC,NORTON'S SONS ROOFING CO  INC
5750,1,"BURHANI ENTERPRISES, INC.",CLEAR RIDGE HARDWARE
5808,1,WILKIN INSULATION CO,WILKIN INSULATION CO
5816,5,SUMIT CONSTRUCTION CO INC,SUMIT CONSTRUCTION
5824,1,"BALMORAL HOME, INC.","BALMORAL HOME, INC."
5854,2,"ELM HEATING & COOLING, INCORPORATED",ELM HEATING & COOLING INC
5863,1,"JIM'S FOOD & LIQUOR, INC.",QUICK STOP
5883,1,VOSS PHARMACY INC,VOSS PHARMACY INC
5933,1,MALONEY LUMBER & PLYWOOD CO IN,MALONEY LUMBER & PLYWOOD CO IN
5946,1,CUSTOM WIGS LIMITED,CUSTOM WIGS / FANTASY COSTUMES
5947,1,LINCOLN PARK TERRACE INC,LINCOLN PARK TERRACE INC
5953,1,ANCOLE POPEYES INC,POPEYES FAMOUS FRIED CHICKEN
5956,1,VIENNA SAUSAGE MANUFACTURING CO,VIENNA SAUSAGE MFG CO
5956,8,VIENNA SAUSAGE MANUFACTURING CO,VIENNA SAUSAGE
5959,1,FAIR DISCOUNT INC,FAIR DISCOUNT INC
6005,1,LAKE VIEW MEN'S CLUB,LAKE VIEW MEN'S CLUB
6016,1,H A TENENBAUM HARDWARE,TRUE VALUE HARDWARE
6027,1,J K LEE & H S LEE,PARKWEST FOODS & LIQUORS
6036,1,HARVARD COLLECTION SERVICE INC,HARVARD COLLECTION SERVICE INC
6036,2,HARVARD COLLECTION SERVICE INC,"Harvard Collection Services, Inc."
6036,3,HARVARD COLLECTION SERVICE INC,"Harvard Collection Services, Inc."
6047,1,"GENE DONDEE KRUSE CARTAGE, LTD.",J J PEPPERS FOOD STORE
6048,1,KORONA LOUNGE INC,KORONA LOUNGE INC
6050,1,"PAT O'BRIENS, INC.",THE HIDDEN SHAMROCK
6059,2,DES PLAINES GLASS COMPANY,Des Plaines Glass Company
6068,1,"SECOND TIME AROUND, INC.",CHICAGO JOE'S
6068,1,"SECOND TIME AROUND, INC.",CHICAGO JOE'S
6069,1,BEARSE MANUFACTURING CO.,BEARSE MANUFACTURING CO.
6070,1,"RUBIN VETERINARY SERVICES, LTD.",BLUM ANIMAL HOSPITAL
6071,2,NATIONWIDE INVESTMENT SERVICE CORP,NATIONWIDE INVESTMENT  SVC
6071,2,NATIONWIDE INVESTMENT SERVICE CORP,NATIONWIDE INVESTMENT  SVC
6072,1,EL CAPITAN RESTAURANT & LOUNGE CORPORATION,EL CAPITAN RESTAURANT
6084,1,421 EAST 103RD STREET CORPORATION,SHELDON LIQUORS
6092,1,5062 LINCOLNWOOD INC.,THE ATLANTIC BAR & GRILL
6104,1,"QUICK STOP FOOD & LIQUOR MART, INC.","QUICK STOP FOOD & LIQUOR MART, INC."
6108,1,WILLIAM E MURPHY,MURPHY'S EVERYTHING ON IT
6111,1,JEFF'S DRIVE-IN INC,JEFF'S RED HOTS
6116,1,CAVITOS LIQUORS INC,CAVITOS LIQUORS INC
6126,1,MONSIGNOR MURPHY'S INC,MONSIGNOR MURPHY'S
6130,2,"S. V. LIQUORS, INC.",LOS ARTISTA
6137,1,BON SONG LIQUORS INC,GRISEL JR FOOD & LIQUORS
6149,1,"DINKEL'S BAKERY, INC.",DINKEL'S BAKERY INC
6158,1,KOL TUV KOSHER FOODS INC,KOL TUV KOSHER FOODS INC
6160,2,GENUINE PARTS COMPANY,NAPA AUTO PARTS
6160,3,GENUINE PARTS COMPANY,NAPA AUTO PARTS
6160,6,GENUINE PARTS COMPANY,NAPA AUTO PARTS
6160,7,GENUINE PARTS COMPANY,NAPA AUTO PARTS
6190,1,"MAHA, INC.",MIDORI JAPANESE RESTAURANT
6198,1,WESTERN-CULLEN-HAYES INC,WESTERN CULLEN HAYES INC
6216,1,"EL PACIFICO,INC","EL PACIFICO,INC"
6223,2,KHOSHABA INC,7-ELEVEN #29168
6233,1,UPTOWN SERVICE STATION INC,NATIONAL CAR WASH
6236,2,MICHAEL BENEZRA,NORTH SHORE BAKERY
6239,2,GRAND STAGE LIGHTING CO.,Grand Stage Company
6239,4,GRAND STAGE LIGHTING CO.,Grand Stage Company
6256,1,RAJA FOOD INC,ANNA PURANA FAST FOOD
6267,1,SOLOFRA'S SIDELINE TAP INC,ASH Gastropub
6271,1,GOLD INC,DUNKIN DONUTS
6280,3,BARNES USED CARS INC,BARNES USED CARS INC
6281,2,SHARIF'S FOOD & LIQUORS INC.,SHARIF'S FOOD & LIQUORS INC.
6283,1,FIREBIRD ENTERPRISES,STEAK & EGGER
6288,1,"GRAND FOOD & LIQUORS, INC.",GRAND FOOD & LIQUOR INC
6288,1,"GRAND FOOD & LIQUORS, INC.",GRAND FOOD & LIQUOR INC
6291,1,CHICAGO NEWSROOM INC,"CHICAGO NEWSROOM, INC"
6292,1,"SUNSET LIQUOR & FOOD MART, INC.",SUNSET LIQUORS
6299,2,CONTINENTAL AIR TRANSPORT INC,CONTINENTAL AIR TRANSPORT CO
6299,3,CONTINENTAL AIR TRANSPORT INC,CONTINENTAL AIR TRANSPORT CO
6299,4,CONTINENTAL AIR TRANSPORT INC,CONTINENTAL AIR TRANSPORT INC
6303,1,JTR HYDRAULIC,JTR HYDRAULIC
6308,1,"CITY SCENTS, LTD.",CITY SCENTS FLOWERS LTD
6313,1,COLD HEADERS INC,COLD HEADERS INC
6315,3,RAJA ENTERTAINMENT INC,AL-MANSOOR VIDEO
6318,1,B & D HOTEL CORPORATION,CENTRAL PLAZA RESIDENTIAL HOME
6323,1,REHABILITATION INSTITUTE OF CHICAGO,REHABILITATION HOSPITAL
6323,4,REHABILITATION INSTITUTE OF CHICAGO,CAFE CART
6323,7,REHABILITATION INSTITUTE OF CHICAGO,SHIRLEY RYAN ABILITY LAB
6323,7,REHABILITATION INSTITUTE OF CHICAGO,SHIRLEY RYAN ABILITY LAB
6369,1,E-J INDUSTRIES INC,E-J INDUSTRIES INC
6373,1,CENTRAL PARK FOODS INC,CENTRAL PARK FOODS INC
6387,1,"McCANN INDUSTRIES, INC.",MCCANN CONSTRUCTION SPECIALTIE
6389,1,NABIH AWAD,PAULINA FOODS
6398,1,SHRI KRISHNA INC,SHRI KRISHNA INC
6403,2,JUAN P RODRIQUEZ,HI-TEK VIDEO
6405,2,LUCKI COMMUNICATIONS INC,LUCKI COMMUNICATION
6441,1,NORTH WEST DRAPERY SERV INC,NORTH WEST DRAPERY SERVICE INC
6443,1,"HOWARD-WESTERN CURRENCY EXCHANGE, INC.","HOWARD-WESTERN CURRENCY EXCHANGE, INC."
6453,24,"FOLLETT HIGHER EDUCATION GROUP, INC","The ""L"" Stop Spirit Shop"
6459,1,LATINO EXPRESS INC,LATINO EXPRESS INC
6472,1,"FLOWER DRUM, INC.",MY THAI - TAKUMI RESTAURANT
6473,1,"CHICAGO METAL FABRICATORS, INC","CHICAGO METAL FABRICATORS, INC"
6473,2,"CHICAGO METAL FABRICATORS, INC","CHICAGO METAL FABRICATORS, INC."
6484,1,CHARCOAL DELIGHTS INC,CHARCOAL DELIGHT INC
6492,1,DUDEK & BOCK SPRING MANUFACTURING CO,DUDEK & BOCK SPRING MFG CO
6498,2,ZDZISLAW KOLIKOWSKI,TELZA WELDING INC
6500,1,MASTER PAPER BOX CO INC,MASTER PAPER BOX CO INC
6508,1,"LP-RAM, INCORPORATED","LP-RAM, INCORPORATED"
6518,1,"SHOTAY'S B.V.D., INC.",SHOTAY'S  B V D INC
6524,1,"ILLINOIS SPORTSERVICE, INC.",ILLINOIS SPORTSERVICE INC
6530,1,THE HARRINGTON & KING PERF CO,THE HARRINGTON & KING PERF CO
6533,1,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,CHICAGO LYING-IN HOSPITAL
6533,2,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,UNIVERSITY OF CHICAGO CAFETERIA
6533,3,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,THE UNIVERSITY OF CHICAGO COMER CHILDREN'S HOSPITA
6533,4,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,BERNARD MITCHELL HOSPITAL
6533,8,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,DUCHOSSOIS CENTER FOR ADVANCED MEDICINE
6533,14,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,UNIVERSITY OF CHICAGO MEDICAL CENTER
6542,1,L-Z PRODUCTS,L Z PRODUCTS
6549,1,JOE'S PIZZA INC,JOE'S PIZZA INC
6563,5,"DANLEY LUMBER CO., INC.",GARAGE 2017 LLC
6565,1,MYSTIC INC.,BAR 106
6565,1,MYSTIC INC.,BAR 106
6577,1,"TRATTORIA GIANNI, INC.",TRATTORIA GIANNI
6597,1,"FARIS, INC.",GEORGE'S LIQUOR & FOOD
6598,1,BALZEKAS MUSEUM OF LITHUANIAN CULTURE,BALZEKAS MUSEUM OF LITHUANIAN
6631,2,LEWIS PAPER PLACE,LEWIS PAPER PLACE
6637,1,ROBERT J DICOLA,DICOLA SEAFOOD
6639,1,"MICHAEL & JASON ENTERPRISE, INC.",M & J LIQUOR & GROCERY
6642,1,BUCKS SALOON INC,REPLAY
6643,1,STARDUST CASINO INC.,STARDUST
6643,1,STARDUST CASINO INC.,STARDUST
6646,1,GLOVE ME TENDER INC,GLOVE ME TENDER INCORPORATED
6653,2,"TANU, INC.",RESTORATION SALON
6655,1,TED'S CUSTOM CABINETS INC,TED'S CUSTOM CABINETS INC
6658,1,HONG HUAH INC,HONG HUAH RESTAURANT
6670,1,18TH & ASHLAND CURR EXCH INC,18TH & ASHLAND CURR EXCHANGE
6675,1,NAWAL FOOD & LIQUOR INC,Quick Stop Liquors
6679,1,NATIONAL ASSOCIATION OF REALTORS,NATIONAL ASSOCIATION OF REALTORS
6698,1,AMERICAN ACADEMY OF PERIODONTO,AMERICAN ACAD'Y PERIODONTOLOGY
6711,2,JOSEPH RYCRAFT,GOLD COAST AMUSEMENTS
6717,1,BENITA L NUNEZ,BENITA'S HAIR DESIGNER
6719,1,"SADIQ (ACE) HARDWARE, INC","SADIQ (ACE) HARDWARE, INC"
6738,1,SANDRA A VOGWILL,SANDRA A VOGWILL
6739,1,ATT DIV AMEROPAN OIL CORP,ATT DIV AMEROPAN OIL CORP
6740,1,"HARRIGAN BROTHERS, INC",ORIGINAL PANCAKE HOUSE
6740,3,"HARRIGAN BROTHERS, INC",Kentucky Fried Chicken
6746,1,"POLYNESIAN VILLAGE, INC",POLYNESIAN VILLAGE
6781,1,"SPECTRUM SPORTS BAR & GRILL, INC.",SPECTRUM SPORTS BAR & GRILL
6786,1,"KONAK, INC.",KONAK RESTAURANT
6799,1,OSMAN CONSTRUCTION CORPORATION,OSMAN CONSTRUCTION CORPORATION
6806,1,"HAROLD O. SCHULZ COMPANY, INC.","HAROLD O. SCHULZ COMPANY, INC."
6820,3,"MA REBAR SERVICES, INC.",MA REBAR SERVICES
6820,3,"MA REBAR SERVICES, INC.",MA REBAR SERVICES
6834,1,"KATSU ENTERPRISES, INC.",KATSU JAPANESE RESTAURANT
6838,1,EL BURRITO INC,VALENTINA RESTAURANT
6845,2,RICHARD H. FRYE REMODELING CONTRACTORS INC.,RICHARD H. FRYE REMODELING CONTRACTORS INC.
6858,1,MECCON INDUSTRIES INC,MECCON INDUSTRIES INC.
6872,1,CABLE COMMUNICATIONS INC,"CABLE COMMUNICATIONS, INC"
6874,8,W E O'NEIL CONSTRUCTION CO,W E O'NEIL CONSTRUCTION CO
6885,1,SCOTT ABBOTT MANUFACTURING CO.,SCOTT ABBOTT MFG CO
6907,1,P & I FOOD & LIQUOR INC.,P & I FOOD & LIQUOR INC.
6915,1,MADISON-LOTUS CORPORATION,PRESTIGE FOOD & LIQUORS
6917,1,"INTERNATIONAL SUPER MARKET, INC.",INTERNATIONAL SUPERMARKET INC
6917,2,"INTERNATIONAL SUPER MARKET, INC.",INTERNATIONAL SUPERMARKET INC.
6928,1,EDGEWATER PRODUCE,EDGEWATER PRODUCE
6929,2,GREGORY JOHNSON,ALICE'S BAR B QUE
6933,1,"REMODELING CONSULTANTS HOME IMPROVEMENT CO., INC.",REMODELING CONSULTANTS
6936,1,THE NEW RANCH STEAK HOUSE INC,THE NEW RANCH STEAK HOUSE
6942,1,"DAO INTERNATIONAL, INC.",DAO THAI RESTRAUNT
6960,2,JESUS CORREA,CHUI'S FOOD STORE
6962,1,GEORGE SOLLITT CONSTRUCTION CO,GEORGE SOLLITT CONSTRUCTION CO
6965,2,R W COLLINS CO,R W COLLINS CO
6969,2,BLOOMFIELD CORPORATION,BLOOMFIELD CORPORATION
6981,1,"FERRANDINO ENTERPRISES, INC.",ADDISON SUPERETTE
6982,2,ROBERTS ENVIRONMENTAL CONTROL CORP.,ROBERTS ENVIRONMENTAL CONTROL CORP
6991,1,"CARNICERIA LA PROVIDENCIA, INC.",CARNICERIA LA PROVIDENCIA
7000,1,FACETS MULTI-MEDIA INCORPORATED,FACETS MULTIMEDIA
7003,1,"THE TOUCH OF EUROPE, INC.",RED
7005,1,"NOWAK'S FARMERS MARKET AND LIQUORS, INC.",NOWAK'S FARMERS MARKET & LIQ
7011,1,"CAS-MAR, INC.",PUB OK
7012,1,"RUDY'S FOOD & LIQUORS, INC.",RUDY'S FOOD & LIQUOR
7015,1,SAVE MORE FOOD & LIQUOR INC,SAVE MORE FOOD & LIQUOR
7023,1,"LIDO, INC.","LIDO, INC"
7026,1,"BAR CAFE SAN FRANCISCO, INC.",BAR CAFE SAN FRANCESCO
7030,1,"J & B FOOD AND LIQUORS, INC.","J & B FOOD AND LIQUORS, INC."
7035,2,"NEW POLONIA CLUB, INCORPORATED",New Polonia Club Inc.
7041,1,"2001 N. WESTERN, INCORPORATED",ARTURO'S TACOS
7049,2,"DOLLAR TREE STORES, INC.",DOLLAR TREE #633
7049,5,"DOLLAR TREE STORES, INC.",DOLLAR TREE #650
7049,9,"DOLLAR TREE STORES, INC.",DOLLAR TREE #642
7049,20,"DOLLAR TREE STORES, INC.","DOLLAR TREE STORE, INC #635"
7049,22,"DOLLAR TREE STORES, INC.",DOLLAR TREE STORES # 798
7049,25,"DOLLAR TREE STORES, INC.",DOLLAR TREE STORES #885
7049,27,"DOLLAR TREE STORES, INC.",DOLLAR TREE STORES #673
7049,29,"DOLLAR TREE STORES, INC.","DOLLAR TREE STORES, INC STORE#665"
7049,31,"DOLLAR TREE STORES, INC.",DOLLAR TREE STORES #3128
7049,32,"DOLLAR TREE STORES, INC.",DOLLAR TREE STORES INC #645
7049,33,"DOLLAR TREE STORES, INC.",DOLLAR TREE #3359
7049,34,"DOLLAR TREE STORES, INC.",DOLLAR TREE #640
7049,35,"DOLLAR TREE STORES, INC.",DOLLAR TREE #656
7049,39,"DOLLAR TREE STORES, INC.","DOLLAR TREE STORES, INC #4056"
7049,40,"DOLLAR TREE STORES, INC.",DOLLAR TREE #4204
7049,41,"DOLLAR TREE STORES, INC.",DOLLAR TREE #4215
7049,42,"DOLLAR TREE STORES, INC.",DOLLAR TREE # 644
7049,43,"DOLLAR TREE STORES, INC.",DOLLAR TREE #4143
7049,44,"DOLLAR TREE STORES, INC.",DOLLAR TREE #653
7049,45,"DOLLAR TREE STORES, INC.",DOLLAR TREE #4475
7049,46,"DOLLAR TREE STORES, INC.",DOLLAR TREE #3918
7049,47,"DOLLAR TREE STORES, INC.",DOLLAR TREE
7049,48,"DOLLAR TREE STORES, INC.",DOLLAR TREE #4693
7049,49,"DOLLAR TREE STORES, INC.",DOLLAR TREE# 4691
7049,50,"DOLLAR TREE STORES, INC.",DOLLAR TREE #4903
7049,51,"DOLLAR TREE STORES, INC.",DOLLAR TREE #5169
7049,52,"DOLLAR TREE STORES, INC.",DOLLAR TREE
7049,55,"DOLLAR TREE STORES, INC.",DOLLAR TREE #5537
7049,56,"DOLLAR TREE STORES, INC.",DOLLAR TREE #5685
7049,57,"DOLLAR TREE STORES, INC.",DOLLAR TREE #5617
7049,58,"DOLLAR TREE STORES, INC.",DOLLAR TREE #5461
7049,59,"DOLLAR TREE STORES, INC.",DOLLAR TREE # 743
7049,61,"DOLLAR TREE STORES, INC.",DOLLAR TREE #5886
7049,62,"DOLLAR TREE STORES, INC.",DOLLAR TREE #5986
7049,63,"DOLLAR TREE STORES, INC.",DOLLAR TREE # 05951
7049,64,"DOLLAR TREE STORES, INC.",DOLLAR TREE # 5705
7049,65,"DOLLAR TREE STORES, INC.",DOLLAR TREE #06621
7049,66,"DOLLAR TREE STORES, INC.",DOLLAR TREE #06214
7049,67,"DOLLAR TREE STORES, INC.",DOLLAR TREE #06354
7049,68,"DOLLAR TREE STORES, INC.",DOLLAR TREE #06407
7049,69,"DOLLAR TREE STORES, INC.",DOLLAR TREE #06417
7049,71,"DOLLAR TREE STORES, INC.",DOLLAR TREE #06754
7049,72,"DOLLAR TREE STORES, INC.",DOLLAR TREE #06219
7049,73,"DOLLAR TREE STORES, INC.",DOLLAR TREE #00733
7049,74,"DOLLAR TREE STORES, INC.",DOLLAR TREE #07068
7049,75,"DOLLAR TREE STORES, INC.",DOLLAR TREE  STORE #866
7049,76,"DOLLAR TREE STORES, INC.",DOLLAR TREE STORE #642
7049,77,"DOLLAR TREE STORES, INC.",DOLLAR TREE STORE# 7227
7049,78,"DOLLAR TREE STORES, INC.",DOLLAR TREE #7261
7052,1,WOODBRIDGE NURSING PAVILION LT,WOODBRIDGE NURSING PAVILION LT
7053,3,MOTHLIGHT PICTURES INC,Mothlight Pictures Inc.
7069,1,VISHAL INC,DUNKIN DONUTS
7103,2,KEE SOON YANG,BLUE ISLAND COIN LAUNDRY
7103,3,KEE SOON YANG,LAVANDARIA SUNSHINE
7105,2,"M. K. INDUSTRIES, INC.","M K Industries, Inc."
7126,1,CLYBOURN METAL FINISHING CO,CLYBOURN MENTAL FINISHING CO
7148,1,TRIVIC REMODELERS INC.,TRIVIC REMODELERS INC
7149,3,RECKLESS RECORDS OF LONDON (INCORPORATED),RECKLESS RECORDS
7149,5,RECKLESS RECORDS OF LONDON (INCORPORATED),RECKLESS RECORDS
7149,6,RECKLESS RECORDS OF LONDON (INCORPORATED),RECKLESS RECORDS OF LONDON (INCORPORATED)
7157,2,JUAN GONZALEZ,BETTY'S ICECREAM
7165,1,JET RACK CORPORATION,JET RACK CORPORATION
7198,5,SID HARVEY INDUSTRIES INC,SID HARVEY INDUSTRIES INC
7260,10,"PIER 1 IMPORTS (U.S), INC",PIER 1 IMPORTS #1458
7260,11,"PIER 1 IMPORTS (U.S), INC",PIER 1 IMPORTS #1665
7260,12,"PIER 1 IMPORTS (U.S), INC",PIER 1 IMPORTS
7271,1,P J'S BREWERY INC,P J'S BREWERY
7279,2,"UNCLE DAN'S, LTD.",UNCLE DAN'S LTD
7279,4,"UNCLE DAN'S, LTD.",Uncle Dan's LTD.
7290,1,ENR GENERAL MACHINING,ENR GENERAL MACHINING
7293,1,FRANCES REST & DELI INC,FRANCES' DELI & BRUNCHERY
7296,1,S ABRAHAM & SONS INC,S ABRAHAM & SONS INC
7304,1,G E MATHIS COMPANY,G.E. MATHIS COMPANY
7312,1,METRO LIFT TRUCK SERVICE INC,METRO LIFT TRUCK SERVICE INC
7319,1,ISMAEL CRUZ,ISMAEL CRUZ
7348,2,"WENDELLA SIGHTSEEING COMPANY, INCORPORATED",WENDELLA SIGHTSEEING BOATS
7348,3,"WENDELLA SIGHTSEEING COMPANY, INCORPORATED",WENDELLA SIGHTSEEING BOATS
7352,1,ARCHER AUSTIN HARDWARE INC,ARCHER AUSTIN HARDWARE INC
7396,3,"NATIONAL CONSTRUCTION RENTALS, INC.",NATIONAL RENT A FENCE
7416,1,CONTINENTAL SALVAGE INC,CONTINENTAL SALES
7425,1,UNDER WATER SAFARIS ON LINCOLN,UNDERWATER SAFARIS ON LINCOLN
7451,1,TIEMPETPISAL AMPHAI,TIM'S FRIED RICE
7455,2,REED ILLINOIS CORPORATION SUBS,REED CONSTRUCTION
7460,1,MARCO'S PARADISE INC.,REDMOND'S
7471,1,MAVERICK ORGANIZATION INC,TEDINO'S
7478,1,5827 INC,QUICK PICK FOOD MART
7483,1,"NEW VELLIOTIS, INC.",THE CLARK STREET DOG
7488,1,"JOE'S BARBQUE, INC","JOE'S BARBQUE, INC"
7496,1,EDON CONSTRUCTION CO INC,EDON CONSTRUCTION CO INC
7498,1,AIR COMFORT CORP,AIR COMFORT CORP
7508,1,ANNA HELD FOUNTAIN CAFE,ANNA HELD FLORAL STUDIO
7529,2,CALIFORNIA GARDENS CORP.,CALIFORNIA  GARDENS NURSING & REHABILITATION CENTER
7551,10,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #2025
7551,10,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #2025
7551,67,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #05034
7551,67,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #05034
7551,77,"BOND DRUG COMPANY OF ILLINOIS, LLC",Walgreens # 03961
7551,77,"BOND DRUG COMPANY OF ILLINOIS, LLC",Walgreens # 03961
7551,78,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #4986
7551,78,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #4986
7609,1,ZIMMIES INC #7,The Original Pancake House
7622,1,A-KORN ROLLER INC,A-KORN ROLLER INC
7622,2,A-KORN ROLLER INC,A-KORN ROLLER INC
7623,2,KEESHIN CHARTER SERVICE INC,"KEESHIN CHARTER SERVICE, INC"
7632,1,"PARKVIEW VILLA, INC.",PARKVIEW VILLA INC
7642,1,SAI CAFE INC,SAI CAFE
7654,3,"BRIDGESTONE RETAIL OPERATIONS, LLC",FIRESTONE
7654,5,"BRIDGESTONE RETAIL OPERATIONS, LLC",FIRESTONE
7654,7,"BRIDGESTONE RETAIL OPERATIONS, LLC",FIRESTONE
7654,8,"BRIDGESTONE RETAIL OPERATIONS, LLC",FIRESTONE
7654,9,"BRIDGESTONE RETAIL OPERATIONS, LLC",FIRESTONE
7654,10,"BRIDGESTONE RETAIL OPERATIONS, LLC",FIRESTONE
7654,11,"BRIDGESTONE RETAIL OPERATIONS, LLC",FIRESTONE
7654,14,"BRIDGESTONE RETAIL OPERATIONS, LLC",FIRESTONE
7654,18,"BRIDGESTONE RETAIL OPERATIONS, LLC","BRIDGESTONE USA, INC"
7672,1,"SANFORD FOOD, INC.","SANFORD FOOD, INC"
7689,1,TRITON INDUSTRIES INC,TRITON INDUSTRIES INC
7778,1,A A A METAL FINISHERS INC,A A A METAL FINISHERS INC
7779,1,GATLING'S CHAPEL INC,GATLING CHAPEL
7784,1,AMERICAN HOME HEATING CO.,AMERICAN HOME HEATING INC
7802,1,BACINO'S OF LINCOLN PARK LTD.,BACINO'S OF LINCOLN PARK LTD
7834,1,ENTERPRISE OIL CO,ENTERPRISE OIL CO
7839,1,COMPLETE TEMP SYSTEM INC,COMPLETE TEMP SYSTEM INC
7906,2,TAQUERIA LA VILLITA INC,TAQUERIA UPTOWN
7911,1,"JERSEY AUTOMOTIVE, INC.","JERSEY AUTOMOTIVE, INC."
7913,1,"CHICO'S FAS,INC.",CHICO'S
7913,6,"CHICO'S FAS,INC.",Chico's #1180
7921,1,J G F INC,SALONICA RESTAURANT
7925,3,TOM-JOE INCORPORATED,MOBILE GAS STATION
7930,1,BRITISH AIRWAYS PLC CORPORATION,BRITISH AIRWAYS
7930,8,BRITISH AIRWAYS PLC CORPORATION,BRITISH AIRWAYS
7930,9,BRITISH AIRWAYS PLC CORPORATION,BRITISH AIRWAYS
7942,1,"WINNERS SPORTS BAR & GRILL, INC.",WINNERS SPORT BAR & GRILL INC
7945,1,"D & A FOOD & LIQUOR, INC.",D & A FOOD & LIQUOR
7968,1,MID-STATES WIRE PROCESSING COR,MID-STATES WIRE PROCESSING COR
7973,1,JOEY'S LIQUOR INC,JOEY'S LIQUOR INC
7980,1,ALPS CONSTRUCTION INC.,ALPS CONSTRUCTION INC
7980,3,ALPS CONSTRUCTION INC.,ALPS CONSTRUCTION INC.
7986,1,"NORTHSTAR HEATING AND AIR CONDITIONING, INC.",NORTHSTAR HTG & A/C AKA NORTH
8003,1,CONCESSION SERVICES INC,"Swap-O-Rama, Inc."
8003,3,CONCESSION SERVICES INC,SWAP-O-RAMA FLEA MARKET
8019,1,A.V. ANTHONY'S INC.,A V ANTHONY'S
8020,1,"MUSES FOOD & LIQUOR, INC.",9 MUSES BAR & GRILL
8021,4,THE GOODYEAR TIRE & RUBBER COMPANY,Just Tires #1262
8023,1,"EXCLUSA ENTERPRISE, INC.",ALL AMERICAN LOUNGE
8024,2,"INDEPENDENT MECHANICAL INDUSTRIES, INC.",INDEPENDENT MECHANICAL INDUSTRIES
8025,1,"YACOUMAKIS, INC",ALLEN'S HEATING & A.C. (AIR CONDITIONING)
8034,1,"PRECISION DIALOGUE DIRECT, INC.","PRECISION DIALOGUE DIRECT, INC."
8046,1,"CNN AMERICA, INC.",CNN AMERICA
8050,4,BRENDA D INGRAM,HAROLD'S CHICKEN SHACK #52
8054,1,JIA'S ORIENTAL CORP,CHENGDU IMPRESSION RESTAURANT
8060,1,"II IN ONE CONTRACTORS,INC","II IN ONE CONTRACTORS,INC"
8064,1,"LATIN GROCERY & LIQUOR, INC","LATIN GROCERY & LIQUOR, INC"
8065,2,"CLAIRE'S BOUTIQUES, INC.","CLAIRE'S BOUTIQUE, INC"
8065,4,"CLAIRE'S BOUTIQUES, INC.",CLAIRE'S #1954
8065,5,"CLAIRE'S BOUTIQUES, INC.",CLAIRE'S BOUTIQUE #6696
8065,11,"CLAIRE'S BOUTIQUES, INC.",CLAIRE'S
8065,15,"CLAIRE'S BOUTIQUES, INC.",ICING #3742
8073,3,THE CATERING COMPANY,LIMELIGHT
8281,1,"F & R LIQUORS, INC.",F & R LIQUORS INC
8282,1,"R.H.A. FOOD & LIQUOR, INC.",SKIP'S FOOD AND LIQUOR
8446,1,TOM ATHANASAKOS,QUICK BITE CARRY OUT
8456,2,MARINA LEASING INC,MARINA LEASING INC.
8485,2,"STEWART OXYGEN SERVICE, INC.",SOS Technolgies
8500,1,SALON MANAGEMENT CORPORATION,VIDAL SASSOON
8500,2,SALON MANAGEMENT CORPORATION,SASSOON ACADEMY
8502,1,MARIA VALENCIA,VALEN'S HAIR DESIGNS
8609,1,GAG'S INC,LUKE'S
8609,1,GAG'S INC,LUKE'S
8622,2,804 NORTH RUSH CORP.,DOWNTOWN DOGS
8625,15,JOSEPH T. RYERSON & SON INC.,JOSEPH T. RYERSON & SON INC.
8625,16,JOSEPH T. RYERSON & SON INC.,SUNBELT-TURRET STEEL
8625,17,JOSEPH T. RYERSON & SON INC.,TURRET STEEL INDUSTRIES
8627,2,"CANDLELIGHT COIFFEURES, INC.",BRISTLE + GRACE
8630,1,FAMILY PET ANIMAL HOSPITAL,FAMILY PET ANIMAL HOSPITAL
